transaction_date,transaction_time,product_type,product_category,product_name,year_dp,weekday_dn,month_dp,week_of_month,opening_hour,closing_hour,time_of_day,total_sales,total_quantity,total_transactions,avg_order_revenue,hours_since_opening,hours_until_closing
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Capybara - Bathtub,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,90.760000000000005,2,2,45.380000000000003,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Cat - Bottle,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,40.840000000000003,1,1,40.840000000000003,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Doll - Naughty Girl,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,36.310000000000002,1,1,36.310000000000002,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Kuro - Clown Hat,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,40.850000000000001,1,1,40.850000000000001,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Luff - Pirate Boy,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,28.59,1,1,28.59,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,New Product,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,172.45000000000002,4,4,43.112500000000004,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Pat,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,36.310000000000002,1,1,36.310000000000002,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Piggy – Bottle,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,36.310000000000002,1,1,36.310000000000002,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Piggy - Watermelon,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,40.840000000000003,1,1,40.840000000000003,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Raws - OG,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,45.380000000000003,1,1,45.380000000000003,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Superhero - Purple Dude,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,45.450000000000003,1,1,45.450000000000003,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Teddy with Tote,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,36.310000000000002,1,1,36.310000000000002,3,
2024-08-10,14:00:00.0000000,Physical Good,Figurines,Terry - Cheesy Mouse,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,36.310000000000002,1,1,36.310000000000002,3,
2024-08-10,14:00:00.0000000,Service,Service,Gloss Varnish,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,9.0800000000000001,2,2,4.54,3,
2024-08-10,15:00:00.0000000,Physical Good,Figurines,Rabbit - Strawberry Bag,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Day,31.77,1,1,31.77,4,
2024-08-10,16:00:00.0000000,Cash Payment,Beverages,Drink - WATER,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,0,1,1,0,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,Cina - Bowtied,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,40.840000000000003,1,1,40.840000000000003,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,Cina - Princess,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,40.840000000000003,1,1,40.840000000000003,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,Dragon - Baby,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,36.310000000000002,1,1,36.310000000000002,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,Mel,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,36.310000000000002,1,1,36.310000000000002,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,Mitch – Baseball Hat,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,40.909999999999997,1,1,40.909999999999997,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,Mitch - Dragon Hat,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,81.689999999999998,2,1,81.689999999999998,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,Ninja Pizza - B,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,40.840000000000003,1,1,40.840000000000003,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,Piggy - Watermelon,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,40.840000000000003,1,1,40.840000000000003,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,Puppy,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,36.310000000000002,1,1,36.310000000000002,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,Rabbit – Fish,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,36.359999999999999,1,1,36.359999999999999,,6
2024-08-10,16:00:00.0000000,Physical Good,Figurines,SP - Emperor,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,40.909999999999997,1,1,40.909999999999997,,6
2024-08-10,16:00:00.0000000,Service,Service,Gloss Varnish,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,31.779999999999998,7,7,4.54,,6
2024-08-10,18:00:00.0000000,Cash Payment,Figurines,Bear Stick - Rainbow,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,0,1,1,0,,4
2024-08-10,18:00:00.0000000,Cash Payment,Figurines,SP - Emperor,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,0,1,1,0,,4
2024-08-10,18:00:00.0000000,Physical Good,Beverages,Drink - Red Bull,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,4.5499999999999998,1,1,4.5499999999999998,,4
2024-08-10,18:00:00.0000000,Physical Good,Figurines,Astronaut,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,10.59,1,1,10.59,,4
2024-08-10,18:00:00.0000000,Physical Good,Figurines,Fox - Lotus,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,45.380000000000003,1,1,45.380000000000003,,4
2024-08-10,18:00:00.0000000,Physical Good,Figurines,Kuro -  King,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,16.82,1,1,16.82,,4
2024-08-10,18:00:00.0000000,Physical Good,Figurines,Pat,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,14.949999999999999,1,1,14.949999999999999,,4
2024-08-10,18:00:00.0000000,Physical Good,Figurines,Rabbit - Ice Cream,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,12.1,1,1,12.1,,4
2024-08-10,18:00:00.0000000,Service,Service,Gloss Varnish,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,18.150000000000002,4,4,4.5375000000000005,,4
2024-08-10,19:00:00.0000000,Cash Payment,Figurines,Capybara - Bathtub,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,0,1,1,0,,3
2024-08-10,19:00:00.0000000,Cash Payment,Figurines,Piggy - Bathtub,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,0,1,1,0,,3
2024-08-10,19:00:00.0000000,Physical Good,Figurines,Carrot,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,31.77,1,1,31.77,,3
2024-08-10,19:00:00.0000000,Physical Good,Figurines,Puppy,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,36.310000000000002,1,1,36.310000000000002,,3
2024-08-10,20:00:00.0000000,Physical Good,Beverages,Drink - Lipton PEACH,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,4.54,1,1,4.54,,2
2024-08-10,20:00:00.0000000,Physical Good,Beverages,Drink - WATER,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,5.4400000000000004,2,2,2.7200000000000002,,2
2024-08-10,20:00:00.0000000,Physical Good,Figurines,Cina - Queen,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,40.840000000000003,1,1,40.840000000000003,,2
2024-08-10,20:00:00.0000000,Physical Good,Figurines,Kuro - Evil,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,45.380000000000003,1,1,45.380000000000003,,2
2024-08-10,20:00:00.0000000,Physical Good,Figurines,Luff - Pirate Boy,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,40.850000000000001,1,1,40.850000000000001,,2
2024-08-10,20:00:00.0000000,Physical Good,Figurines,Pok - Pi on Saturn,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,40.850000000000001,1,1,40.850000000000001,,2
2024-08-10,20:00:00.0000000,Physical Good,Figurines,Rabbit - Strawberry Bag,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,31.77,1,1,31.77,,2
2024-08-10,20:00:00.0000000,Physical Good,Figurines,SP - Emperor,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,40.840000000000003,1,1,40.840000000000003,,2
2024-08-10,20:00:00.0000000,Service,Service,Gloss Varnish,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,4.54,1,1,4.54,,2
2024-08-10,21:00:00.0000000,Cash Payment,Beverages,Drink - Red Bull,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,0,1,1,0,,1
2024-08-10,21:00:00.0000000,Cash Payment,Figurines,Astro Bear,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,0,1,1,0,,1
2024-08-10,21:00:00.0000000,Cash Payment,Figurines,Pat,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,0,1,1,0,,1
2024-08-10,21:00:00.0000000,Cash Payment,Service,Gloss Varnish,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,0,4,4,0,,1
2024-08-10,21:00:00.0000000,Service,Service,Gloss Varnish,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Evening,4.54,1,1,4.54,,1
2024-08-10,22:00:00.0000000,Physical Good,Accessories,Extra Paints,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Outside Hours,1.8200000000000001,1,1,1.8200000000000001,,
2024-08-10,22:00:00.0000000,Physical Good,Accessories,Take-home kit,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Outside Hours,5.4400000000000004,2,1,5.4400000000000004,,
2024-08-10,22:00:00.0000000,Service,Service,Gloss Varnish,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Outside Hours,4.54,1,1,4.54,,
2024-08-10,23:00:00.0000000,Physical Good,Accessories,Take-home kit,2024,Saturday,8,2,11:00:00.0000000,22:00:00.0000000,Outside Hours,5.4500000000000002,2,1,5.4500000000000002,,
2024-08-11,11:00:00.0000000,Physical Good,Figurines,Chicken Mama,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,36.359999999999999,1,1,36.359999999999999,0,
2024-08-11,11:00:00.0000000,Physical Good,Figurines,Fox - Nine Tailed,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,50,1,1,50,0,
2024-08-11,11:00:00.0000000,Physical Good,Figurines,Kuro - Evil,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,45.380000000000003,1,1,45.380000000000003,0,
2024-08-11,11:00:00.0000000,Physical Good,Figurines,Luff - on Rock,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.850000000000001,1,1,40.850000000000001,0,
2024-08-11,11:00:00.0000000,Physical Good,Figurines,Rabbit - Strawberry Bag,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,31.82,1,1,31.82,0,
2024-08-11,12:00:00.0000000,Physical Good,Figurines,Bear Stick - OG,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.850000000000001,1,1,40.850000000000001,1,
2024-08-11,12:00:00.0000000,Physical Good,Figurines,Puppy,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,36.310000000000002,1,1,36.310000000000002,1,
2024-08-11,12:00:00.0000000,Physical Good,Figurines,Rabbit - Beannie,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,36.310000000000002,1,1,36.310000000000002,1,
2024-08-11,12:00:00.0000000,Physical Good,Figurines,Shin - Racer Boy,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.840000000000003,1,1,40.840000000000003,1,
2024-08-11,12:00:00.0000000,Physical Good,Figurines,SP - Emperor,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.840000000000003,1,1,40.840000000000003,1,
2024-08-11,13:00:00.0000000,Physical Good,Beverages,Drink - COKE,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,5.4500000000000002,2,1,5.4500000000000002,2,
2024-08-11,13:00:00.0000000,Physical Good,Figurines,Bear Stick - Rainbow Heart,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.840000000000003,1,1,40.840000000000003,2,
2024-08-11,13:00:00.0000000,Physical Good,Figurines,Dom - Square,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,36.299999999999997,1,1,36.299999999999997,2,
2024-08-11,13:00:00.0000000,Physical Good,Figurines,Ducky With Little Bag,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,36.310000000000002,1,1,36.310000000000002,2,
2024-08-11,13:00:00.0000000,Physical Good,Figurines,SP - Emperor,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.840000000000003,1,1,40.840000000000003,2,
2024-08-11,13:00:00.0000000,Service,Service,Gloss Varnish,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,13.609999999999999,3,3,4.5366666666666662,2,
2024-08-11,14:00:00.0000000,Physical Good,Figurines,Carrot,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,31.77,1,1,31.77,3,
2024-08-11,14:00:00.0000000,Physical Good,Figurines,Cat - Bottle,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.840000000000003,1,1,40.840000000000003,3,
2024-08-11,14:00:00.0000000,Physical Good,Figurines,Dragon - Cute,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,36.299999999999997,1,1,36.299999999999997,3,
2024-08-11,14:00:00.0000000,Physical Good,Figurines,Kuro – Magician Hat,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.850000000000001,1,1,40.850000000000001,3,
2024-08-11,14:00:00.0000000,Physical Good,Figurines,Luff - Pirate Boy,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.840000000000003,1,1,40.840000000000003,3,
2024-08-11,14:00:00.0000000,Physical Good,Figurines,Puppy,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,36.299999999999997,1,1,36.299999999999997,3,
2024-08-11,14:00:00.0000000,Physical Good,Figurines,Rabbit - Strawberry Bag,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,31.77,1,1,31.77,3,
2024-08-11,15:00:00.0000000,Physical Good,Figurines,Dor - Bat,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,45.380000000000003,1,1,45.380000000000003,4,
2024-08-11,15:00:00.0000000,Physical Good,Figurines,Dragon - Baby,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,36.310000000000002,1,1,36.310000000000002,4,
2024-08-11,15:00:00.0000000,Physical Good,Figurines,Kuro – Magician Hat,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.840000000000003,1,1,40.840000000000003,4,
2024-08-11,15:00:00.0000000,Physical Good,Figurines,Mitch – Baseball Hat,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,40.850000000000001,1,1,40.850000000000001,4,
2024-08-11,15:00:00.0000000,Physical Good,Figurines,Pat,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,36.310000000000002,1,1,36.310000000000002,4,
2024-08-11,15:00:00.0000000,Physical Good,Figurines,Raws - Furry,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,45.380000000000003,1,1,45.380000000000003,4,
2024-08-11,15:00:00.0000000,Physical Good,Figurines,SP - Emperor,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,81.75,2,2,40.875,4,
2024-08-11,15:00:00.0000000,Physical Good,Figurines,SP - Phoenix,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,45.380000000000003,1,1,45.380000000000003,4,
2024-08-11,15:00:00.0000000,Service,Service,Gloss Varnish,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Day,9.0800000000000001,2,2,4.54,4,
2024-08-11,16:00:00.0000000,Cash Payment,Beverages,Drink - Banana Milk,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,0,2,1,0,,5
2024-08-11,16:00:00.0000000,Cash Payment,Figurines,Dragon - Baby,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,0,1,1,0,,5
2024-08-11,16:00:00.0000000,Cash Payment,Figurines,Ducky Star,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,0,1,1,0,,5
2024-08-11,16:00:00.0000000,Cash Payment,Figurines,Piggy - Peachy,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,0,1,1,0,,5
2024-08-11,16:00:00.0000000,Physical Good,Beverages,Drink - FANTA,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,2.7200000000000002,1,1,2.7200000000000002,,5
2024-08-11,16:00:00.0000000,Physical Good,Beverages,Drink - Milkis,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,2.7200000000000002,1,1,2.7200000000000002,,5
2024-08-11,16:00:00.0000000,Physical Good,Figurines,Astro Bear,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,45.380000000000003,1,1,45.380000000000003,,5
2024-08-11,16:00:00.0000000,Physical Good,Figurines,Piggy – Bottle,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,36.310000000000002,1,1,36.310000000000002,,5
2024-08-11,16:00:00.0000000,Physical Good,Figurines,Pok - Happy Pi,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,36.310000000000002,1,1,36.310000000000002,,5
2024-08-11,16:00:00.0000000,Physical Good,Figurines,Superhero - Purple Dude,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,45.380000000000003,1,1,45.380000000000003,,5
2024-08-11,17:00:00.0000000,Physical Good,Beverages,Drink - Milkis,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,5.4500000000000002,2,1,5.4500000000000002,,4
2024-08-11,17:00:00.0000000,Physical Good,Figurines,Cat - Lady,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,36.359999999999999,1,1,36.359999999999999,,4
2024-08-11,17:00:00.0000000,Physical Good,Figurines,Luff - on Rock,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,18.149999999999999,1,1,18.149999999999999,,4
2024-08-11,17:00:00.0000000,Physical Good,Figurines,Monster - Suli & Mike,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,54.450000000000003,1,1,54.450000000000003,,4
2024-08-11,17:00:00.0000000,Physical Good,Figurines,Piggy - Queen,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,36.310000000000002,1,1,36.310000000000002,,4
2024-08-11,17:00:00.0000000,Physical Good,Figurines,SP - Suit Tie,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,18.16,1,1,18.16,,4
2024-08-11,17:00:00.0000000,Physical Good,Figurines,Superhero - Purple Dude,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,45.450000000000003,1,1,45.450000000000003,,4
2024-08-11,17:00:00.0000000,Service,Service,Gloss Varnish,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,9.0800000000000001,2,2,4.54,,4
2024-08-11,18:00:00.0000000,Service,Service,Gloss Varnish,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,9.0800000000000001,2,2,4.54,,3
2024-08-11,19:00:00.0000000,Physical Good,Accessories,Take-home kit,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,2.73,1,1,2.73,,2
2024-08-11,19:00:00.0000000,Physical Good,Figurines,Couple - Loving Bear,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,49.920000000000002,1,1,49.920000000000002,,2
2024-08-11,19:00:00.0000000,Service,Service,Gloss Varnish,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,9.0800000000000001,2,2,4.54,,2
2024-08-11,22:00:00.0000000,Service,Service,Gloss Varnish,2024,Sunday,8,2,11:00:00.0000000,21:00:00.0000000,Outside Hours,9.0899999999999999,2,2,4.5449999999999999,,
2024-08-12,12:00:00.0000000,Physical Good,Figurines,Mitch – Baseball Hat,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,34.719999999999999,1,1,34.719999999999999,1,
2024-08-12,12:00:00.0000000,Physical Good,Figurines,Puppy,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,30.859999999999999,1,1,30.859999999999999,1,
2024-08-12,12:00:00.0000000,Physical Good,Figurines,Rabbit – Fish,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,30.859999999999999,1,1,30.859999999999999,1,
2024-08-12,13:00:00.0000000,Physical Good,Figurines,Bear Holder - C,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,50.149999999999999,1,1,50.149999999999999,2,
2024-08-12,13:00:00.0000000,Physical Good,Figurines,Couple - Lucky Cat,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,42.5,1,1,42.5,2,
2024-08-12,13:00:00.0000000,Physical Good,Figurines,Luff - Pirate Boy,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,34.710000000000001,1,1,34.710000000000001,2,
2024-08-12,13:00:00.0000000,Physical Good,Figurines,Mitch - Dragon Hat,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,34.719999999999999,1,1,34.719999999999999,2,
2024-08-12,14:00:00.0000000,Physical Good,Beverages,Drink - Lipton PEACH,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,4.54,1,1,4.54,3,
2024-08-12,14:00:00.0000000,Physical Good,Beverages,Drink - Milkis,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,2.7200000000000002,1,1,2.7200000000000002,3,
2024-08-12,14:00:00.0000000,Physical Good,Figurines,Couple - Banana,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,42.43,1,1,42.43,3,
2024-08-12,14:00:00.0000000,Physical Good,Figurines,Fox - Nine Tailed,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,42.43,1,1,42.43,3,
2024-08-12,14:00:00.0000000,Physical Good,Figurines,Kuro – Magician Hat,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,34.719999999999999,1,1,34.719999999999999,3,
2024-08-12,14:00:00.0000000,Physical Good,Figurines,Puppy,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,30.859999999999999,1,1,30.859999999999999,3,
2024-08-12,14:00:00.0000000,Physical Good,Figurines,Rabbit - Asian Costume,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,61.769999999999996,2,2,30.884999999999998,3,
2024-08-12,15:00:00.0000000,Service,Service,Gloss Varnish,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Day,4.5499999999999998,1,1,4.5499999999999998,4,
2024-08-12,16:00:00.0000000,Physical Good,Figurines,Couple – Resting Bear,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,49.920000000000002,1,1,49.920000000000002,,5
2024-08-12,16:00:00.0000000,Service,Service,Gloss Varnish,2024,Monday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,13.629999999999999,3,3,4.543333333333333,,5
2024-08-13,13:00:00.0000000,Cash Payment,Beverages,Drink - WATER,2024,Tuesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,0,1,1,0,2,
2024-08-13,13:00:00.0000000,Physical Good,Figurines,Cat - Bottle,2024,Tuesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,34.719999999999999,1,1,34.719999999999999,2,
2024-08-13,14:00:00.0000000,Physical Good,Figurines,Capybara - Bathtub,2024,Tuesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,38.57,1,1,38.57,3,
2024-08-13,14:00:00.0000000,Physical Good,Figurines,Dragon - Cute,2024,Tuesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,30.859999999999999,1,1,30.859999999999999,3,
2024-08-13,14:00:00.0000000,Physical Good,Figurines,Larva - Small A,2024,Tuesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,20.829999999999998,1,1,20.829999999999998,3,
2024-08-13,14:00:00.0000000,Physical Good,Figurines,SP - Emperor,2024,Tuesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,69.490000000000009,2,2,34.745000000000005,3,
2024-08-13,15:00:00.0000000,Physical Good,Figurines,Apple Baby,2024,Tuesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,27,1,1,27,4,
2024-08-13,15:00:00.0000000,Physical Good,Refund,SP - Emperor,2024,Tuesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,-34.719999999999999,-1,1,-34.719999999999999,4,
2024-08-14,12:00:00.0000000,Physical Good,Figurines,Capybara - Bathtub,2024,Wednesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,38.57,1,1,38.57,1,
2024-08-14,12:00:00.0000000,Physical Good,Figurines,Monster - Suli & Mike,2024,Wednesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,46.289999999999999,1,1,46.289999999999999,1,
2024-08-14,13:00:00.0000000,Service,Service,Gloss Varnish,2024,Wednesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,9.0800000000000001,2,2,4.54,2,
2024-08-14,14:00:00.0000000,Physical Good,Figurines,Couple - Loving Bear,2024,Wednesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,42.43,1,1,42.43,3,
2024-08-14,14:00:00.0000000,Physical Good,Figurines,Raws - OG,2024,Wednesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,77.150000000000006,2,1,77.150000000000006,3,
2024-08-14,15:00:00.0000000,Physical Good,Figurines,Couple - Loving Bear,2024,Wednesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,49.920000000000002,1,1,49.920000000000002,4,
2024-08-14,15:00:00.0000000,Physical Good,Figurines,Couple - Lucky Cat,2024,Wednesday,8,2,11:00:00.0000000,21:00:00.0000000,Day,49.920000000000002,1,1,49.920000000000002,4,
2024-08-14,16:00:00.0000000,Cash Payment,Beverages,Drink - Red Bull,2024,Wednesday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,0,1,1,0,,5
2024-08-14,16:00:00.0000000,Service,Service,Gloss Varnish,2024,Wednesday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,13.620000000000001,3,3,4.54,,5
2024-08-14,17:00:00.0000000,Physical Good,Figurines,Doll - Naughty Girl,2024,Wednesday,8,2,11:00:00.0000000,21:00:00.0000000,Evening,36.310000000000002,1,1,36.310000000000002,,4
