transaction_date,transaction_time,product_type,product_category,product_name,product_price,discount_amount,sales_amount,quantity
2024-09-06,15:59:57.0000000,Physical Good,Figurines,Pat,37.409999999999997,-12,25.41,1
2024-09-06,15:30:02.0000000,Physical Good,Figurines,Dor,37.409999999999997,-12,25.41,1
2024-09-06,15:30:02.0000000,Physical Good,Figurines,Rabbit - Happy Sleepy,37.420000000000002,-12,25.420000000000002,1
2024-09-06,15:30:02.0000000,Physical Good,Figurines,Kuro – Magician Hat,42.090000000000003,-13.5,28.59,1
2024-09-06,15:18:51.0000000,Physical Good,Figurines,Carrot,31.82,0,31.82,1
2024-09-06,14:50:41.0000000,Physical Good,Figurines,Dor - Fal,46.770000000000003,-15,31.77,1
2024-09-06,14:39:58.0000000,Physical Good,Figurines,Bowtie Cat - Holder,45.450000000000003,0,45.450000000000003,1
2024-09-06,14:04:29.0000000,Physical Good,Figurines,Lion King,37.409999999999997,-12,25.41,1
2024-09-06,13:25:33.0000000,Physical Good,Figurines,Astronaut - Moon,31.77,0,31.77,1
2024-09-06,13:25:33.0000000,Physical Good,Figurines,Apple Baby,31.77,0,31.77,1
2024-09-06,13:25:33.0000000,Physical Good,Beverages,Drink - Banana Milk,3.3999999999999999,0,3.3999999999999999,1
2024-09-05,21:50:13.0000000,Physical Good,Accessories,Take-home kit,2.7200000000000002,0,2.7200000000000002,1
2024-09-05,21:47:41.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-05,21:47:41.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-05,21:19:33.0000000,Physical Good,Beverages,Drink - WATER,5.4500000000000002,0,5.4500000000000002,2
2024-09-05,19:59:08.0000000,Physical Good,Figurines,Bear Stick - Rainbow Heart,42.090000000000003,-13.5,28.59,1
2024-09-05,19:35:19.0000000,Physical Good,Figurines,Dor - Captain US,45.380000000000003,0,45.380000000000003,1
2024-09-05,19:34:23.0000000,Physical Good,Figurines,Kuro - Princess,42.140000000000001,-13.5,28.640000000000001,1
2024-09-05,19:34:23.0000000,Service,Service,Gloss Varnish,4.6799999999999997,-1.5,3.1800000000000002,1
2024-09-05,19:23:45.0000000,Physical Good,Accessories,Take-home kit,2.7200000000000002,0,2.7200000000000002,1
2024-09-05,17:48:37.0000000,Physical Good,Figurines,SP - Gold Hat,46.770000000000003,-15,31.77,1
2024-09-05,17:48:37.0000000,Physical Good,Figurines,New Product,36.299999999999997,0,36.299999999999997,1
2024-09-05,16:52:24.0000000,Physical Good,Figurines,Astronaut - Moon,32.770000000000003,-10.5,22.27,1
2024-09-05,16:52:24.0000000,Physical Good,Figurines,Kuro – Magician Hat,40.909999999999997,0,40.909999999999997,1
2024-09-05,16:37:48.0000000,Physical Good,Figurines,Cat - Lady,37.409999999999997,-12,25.41,1
2024-09-05,16:37:48.0000000,Physical Good,Figurines,Rabbit - Carrot,32.740000000000002,-10.5,22.239999999999998,1
2024-09-05,16:20:30.0000000,Physical Good,Figurines,Pat,36.310000000000002,0,36.310000000000002,1
2024-09-05,16:20:30.0000000,Physical Good,Figurines,Mitch - Tiger Hat,42.090000000000003,-13.5,28.59,1
2024-09-05,16:20:30.0000000,Physical Good,Beverages,Drink - Red Bull,4.54,0,4.54,1
2024-09-05,16:20:30.0000000,Physical Good,Beverages,Drink - Banana Milk,3.3999999999999999,0,3.3999999999999999,1
2024-09-05,15:28:45.0000000,Physical Good,Figurines,Piggy – Bottle,36.310000000000002,0,36.310000000000002,1
2024-09-05,15:01:03.0000000,Physical Good,Figurines,Larva - Small A,24.5,0,24.5,1
2024-09-05,15:01:03.0000000,Physical Good,Figurines,Larva - Small B,24.510000000000002,0,24.510000000000002,1
2024-09-05,14:27:36.0000000,Physical Good,Figurines,Couple - Banana,51.439999999999998,-16.5,34.939999999999998,1
2024-09-04,19:31:57.0000000,Cash Payment,Figurines,Rabbit – Broccoli,40,-40,0,1
2024-09-04,19:31:57.0000000,Cash Payment,Figurines,Dino - Baby,40,-40,0,1
2024-09-04,18:21:21.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-04,18:21:21.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-04,18:03:10.0000000,Physical Good,Figurines,Capybara - Bathtub,46.759999999999998,-15,31.760000000000002,1
2024-09-04,18:03:10.0000000,Physical Good,Figurines,Astronaut,32.740000000000002,-10.5,22.239999999999998,1
2024-09-04,17:53:59.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-04,15:55:38.0000000,Cash Payment,Beverages,Drink - Lipton PEACH,5,-5,0,1
2024-09-04,15:55:23.0000000,Cash Payment,Figurines,Fox - Nine Tailed,55,-55,0,1
2024-09-04,15:35:50.0000000,Physical Good,Figurines,Kuro - Princess,42.130000000000003,-13.5,28.629999999999999,1
2024-09-04,15:35:50.0000000,Physical Good,Figurines,Holder - Lucky Cat,46.82,-15,31.82,1
2024-09-04,15:28:55.0000000,Physical Good,Figurines,Fox - Nine Tailed,51.5,-16.5,35,1
2024-09-04,14:18:40.0000000,Physical Good,Figurines,Kuro - Princess,42.090000000000003,-13.5,28.59,1
2024-09-04,13:41:43.0000000,Physical Good,Figurines,Bear Stick - Heart,42.090000000000003,-13.5,28.59,1
2024-09-04,13:41:09.0000000,Physical Good,Figurines,Dino,37.409999999999997,-12,25.41,1
2024-09-03,21:36:55.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-03,20:57:37.0000000,Physical Good,Beverages,Soy Milk,4.7699999999999996,-2.5,2.27,1
2024-09-03,20:30:58.0000000,Physical Good,Figurines,Couple - Banana,51.439999999999998,-16.5,34.939999999999998,1
2024-09-03,19:19:54.0000000,Physical Good,Figurines,Rabbit – Broccoli,36.299999999999997,0,36.299999999999997,1
2024-09-03,19:19:54.0000000,Physical Good,Figurines,Dino,36.310000000000002,0,36.310000000000002,1
2024-09-03,18:00:43.0000000,Physical Good,Figurines,Couple - Lucky Cat,51.439999999999998,-16.5,34.939999999999998,1
2024-09-03,16:10:45.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-03,16:10:45.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-03,15:19:17.0000000,Physical Good,Figurines,Pat,36.310000000000002,0,36.310000000000002,1
2024-09-03,15:19:17.0000000,Physical Good,Figurines,Rabbit - Happy Sleepy,37.409999999999997,-12,25.41,1
2024-09-03,14:25:59.0000000,Cash Payment,Figurines,New Product,40,-40,0,1
2024-09-03,14:25:59.0000000,Cash Payment,Figurines,Larva - Small A,27,-27,0,1
2024-09-03,13:18:48.0000000,Physical Good,Figurines,Raws - Furry,46.07,-7.5,38.57,1
2024-09-03,13:18:48.0000000,Physical Good,Figurines,Dragon - Baby,36.859999999999999,-6,30.859999999999999,1
2024-09-03,12:55:31.0000000,Physical Good,Figurines,Fox - Nine Tailed,51.439999999999998,-16.5,34.939999999999998,1
2024-09-03,12:54:38.0000000,Physical Good,Figurines,Holder - Lucky Cat,46.82,-15,31.82,1
2024-09-03,12:30:48.0000000,Physical Good,Figurines,Cat - Bottle,42.090000000000003,-13.5,28.59,1
2024-09-03,12:30:48.0000000,Physical Good,Figurines,Rabbit - Happy Sleepy,37.409999999999997,-12,25.41,1
2024-09-02,17:47:34.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-02,17:47:34.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-02,13:33:14.0000000,Physical Good,Figurines,New Product,41.469999999999999,-6.75,34.719999999999999,1
2024-09-02,13:32:59.0000000,Physical Good,Figurines,New Product,41.469999999999999,-6.75,34.719999999999999,1
2024-09-02,13:21:55.0000000,Physical Good,Figurines,Holder - Lucky Cat,46.07,-7.5,38.57,1
2024-09-02,13:21:10.0000000,Physical Good,Figurines,Dino - Baby,36.859999999999999,-6,30.859999999999999,1
2024-09-02,12:15:59.0000000,Physical Good,Beverages,Drink - WATER,2.8599999999999999,-1.5,1.3600000000000001,1
2024-09-01,20:22:53.0000000,Cash Payment,Figurines,Astro Boy,45,-45,0,1
2024-09-01,20:15:05.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-01,17:52:00.0000000,Cash Payment,Figurines,Raws - Furry,50,-50,0,1
2024-09-01,17:06:40.0000000,Physical Good,Figurines,Capybara - Toilet,45.450000000000003,0,45.450000000000003,1
2024-09-01,17:03:59.0000000,Physical Good,Figurines,Rabbit - Beannie,37.780000000000001,-16,21.780000000000001,1
2024-09-01,17:03:59.0000000,Physical Good,Figurines,Teddy with Tote,37.780000000000001,-16,21.780000000000001,1
2024-09-01,17:03:59.0000000,Physical Good,Figurines,Ducky Star,42.509999999999998,-18,24.510000000000002,1
2024-09-01,16:44:21.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-01,16:44:21.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-01,16:17:45.0000000,Physical Good,Accessories,Take-home kit,2.7200000000000002,0,2.7200000000000002,1
2024-09-01,15:58:05.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-01,15:58:05.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-01,14:49:05.0000000,Physical Good,Figurines,Rabbit - Glasses,36.359999999999999,0,36.359999999999999,1
2024-09-01,14:49:05.0000000,Physical Good,Beverages,Soy Milk,4.5499999999999998,0,4.5499999999999998,1
2024-09-01,14:48:25.0000000,Physical Good,Figurines,Fox - Nine Tailed,49.920000000000002,0,49.920000000000002,1
2024-09-01,14:48:25.0000000,Physical Good,Beverages,Drink - 0 Degree Iced Tea,4.0800000000000001,0,4.0800000000000001,1
2024-09-01,14:47:38.0000000,Physical Good,Figurines,Capybara - Bathtub,45.380000000000003,0,45.380000000000003,1
2024-09-01,14:47:38.0000000,Physical Good,Beverages,Drink - Lipton LEMON,4.54,0,4.54,1
2024-09-01,14:45:36.0000000,Cash Payment,Figurines,Luff - Pirate Boy,45,-45,0,1
2024-09-01,14:45:36.0000000,Cash Payment,Figurines,Raws - OG,50,-50,0,1
2024-09-01,14:17:41.0000000,Physical Good,Figurines,SP - Suit Tie,40.909999999999997,0,40.909999999999997,1
2024-09-01,14:17:41.0000000,Physical Good,Figurines,SP - Cat,40.909999999999997,0,40.909999999999997,1
2024-09-01,14:15:29.0000000,Physical Good,Figurines,SP - Suit Tie,40.840000000000003,0,40.840000000000003,1
2024-09-01,14:14:36.0000000,Physical Good,Figurines,New Product,36.310000000000002,0,36.310000000000002,1
2024-09-01,14:14:36.0000000,Physical Good,Beverages,Drink - WATER,2.7200000000000002,0,2.7200000000000002,1
2024-09-01,14:13:58.0000000,Physical Good,Figurines,SP - Umbrella,54.460000000000001,0,54.460000000000001,1
2024-09-01,14:03:21.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-01,14:03:21.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-09-01,14:03:21.0000000,Service,Service,Gloss Varnish,4.5300000000000002,0,4.5300000000000002,1
2024-09-01,13:56:16.0000000,Physical Good,Figurines,Dor - Captain US,45.380000000000003,0,45.380000000000003,1
2024-09-01,13:56:16.0000000,Physical Good,Figurines,New Product,36.310000000000002,0,36.310000000000002,1
2024-09-01,13:43:20.0000000,Physical Good,Figurines,Mitch - Tiger Hat,40.840000000000003,0,40.840000000000003,1
2024-09-01,13:43:20.0000000,Physical Good,Figurines,Astronaut,31.77,0,31.77,1
2024-09-01,13:39:41.0000000,Physical Good,Beverages,Drink - COKE ZERO,8.1699999999999999,0,8.1699999999999999,3
2024-09-01,13:39:41.0000000,Physical Good,Beverages,Drink - FANTA,5.4400000000000004,0,5.4400000000000004,2
2024-09-01,13:35:12.0000000,Physical Good,Beverages,Drink - COKE,2.73,0,2.73,1
2024-09-01,13:35:12.0000000,Physical Good,Beverages,Drink - COKE ZERO,2.7200000000000002,0,2.7200000000000002,1
2024-09-01,13:35:12.0000000,Physical Good,Beverages,Drink - SPRITE,2.73,0,2.73,1
2024-09-01,13:32:47.0000000,Physical Good,Figurines,Dor - Fal,45.460000000000001,0,45.460000000000001,1
2024-09-01,13:32:47.0000000,Physical Good,Figurines,New Product,36.359999999999999,0,36.359999999999999,1
2024-09-01,13:32:47.0000000,Physical Good,Figurines,Astronaut,31.82,0,31.82,1
2024-09-01,13:04:11.0000000,Physical Good,Figurines,Strawberry Bear,40.840000000000003,0,40.840000000000003,1
2024-09-01,13:04:11.0000000,Physical Good,Figurines,Larva,31.77,0,31.77,1
2024-09-01,13:04:11.0000000,Physical Good,Figurines,New Product,45.380000000000003,0,45.380000000000003,1
2024-09-01,13:04:11.0000000,Physical Good,Figurines,Ducky Star,40.850000000000001,0,40.850000000000001,1
2024-09-01,13:00:19.0000000,Physical Good,Figurines,Astronaut,31.77,0,31.77,1
2024-09-01,13:00:19.0000000,Physical Good,Beverages,Drink - FANTA,2.7200000000000002,0,2.7200000000000002,1
2024-09-01,13:00:19.0000000,Physical Good,Figurines,New Product,36.310000000000002,0,36.310000000000002,1
2024-09-01,12:32:44.0000000,Physical Good,Figurines,New Product,36.310000000000002,0,36.310000000000002,1
2024-08-31,23:02:35.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,22:56:06.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,21:12:59.0000000,Physical Good,Beverages,Drink - COKE,2.7200000000000002,0,2.7200000000000002,1
2024-08-31,21:12:36.0000000,Cash Payment,Figurines,Bear Stick - Heart,45,-45,0,1
2024-08-31,21:10:26.0000000,Physical Good,Figurines,Dino,36.310000000000002,0,36.310000000000002,1
2024-08-31,21:09:57.0000000,Physical Good,Figurines,Cat - Bottle,40.840000000000003,0,40.840000000000003,1
2024-08-31,20:42:37.0000000,Physical Good,Figurines,Mitch - Dragon Hat,40.840000000000003,0,40.840000000000003,1
2024-08-31,20:42:11.0000000,Physical Good,Figurines,Teddy with Tote,36.310000000000002,0,36.310000000000002,1
2024-08-31,20:37:41.0000000,Cash Payment,Figurines,Luff - on Rock,45,-45,0,1
2024-08-31,20:37:41.0000000,Cash Payment,Figurines,Kuro – Magician Hat,45,-45,0,1
2024-08-31,19:36:34.0000000,Physical Good,Figurines,Luff - Pirate Boy,40.840000000000003,0,40.840000000000003,1
2024-08-31,19:36:34.0000000,Physical Good,Figurines,Puppy,36.310000000000002,0,36.310000000000002,1
2024-08-31,18:11:25.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,18:11:25.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,18:11:25.0000000,Physical Good,Beverages,Drink - Milkis,2.7200000000000002,0,2.7200000000000002,1
2024-08-31,18:05:43.0000000,Service,Service,Gloss Varnish,4.5499999999999998,0,4.5499999999999998,1
2024-08-31,18:05:26.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,17:39:59.0000000,Physical Good,Figurines,Apple Baby,31.82,0,31.82,1
2024-08-31,17:39:18.0000000,Cash Payment,Figurines,Astro Boy,45,-45,0,1
2024-08-31,17:13:18.0000000,Physical Good,Figurines,Dino,36.310000000000002,0,36.310000000000002,1
2024-08-31,17:12:50.0000000,Physical Good,Figurines,Rabbit - Glasses,36.310000000000002,0,36.310000000000002,1
2024-08-31,17:06:58.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,16:39:14.0000000,Physical Good,Figurines,Monster - Suli & Mike,54.460000000000001,0,54.460000000000001,1
2024-08-31,16:39:14.0000000,Physical Good,Beverages,Drink - COKE,2.7200000000000002,0,2.7200000000000002,1
2024-08-31,16:31:17.0000000,Physical Good,Figurines,Couple - Rabbit,49.920000000000002,0,49.920000000000002,1
2024-08-31,16:29:45.0000000,Cash Payment,Figurines,Ducky Star,45,-45,0,1
2024-08-31,16:02:57.0000000,Cash Payment,Figurines,New Product,40,-40,0,1
2024-08-31,16:02:57.0000000,Cash Payment,Figurines,Dino - Baby,40,-40,0,1
2024-08-31,16:00:34.0000000,Physical Good,Figurines,Dom - Square,36.299999999999997,0,36.299999999999997,1
2024-08-31,16:00:34.0000000,Physical Good,Figurines,Terry - Cheesy Mouse,36.310000000000002,0,36.310000000000002,1
2024-08-31,15:56:15.0000000,Physical Good,Figurines,New Product,36.310000000000002,0,36.310000000000002,1
2024-08-31,15:49:20.0000000,Physical Good,Figurines,Pat,72.609999999999999,0,72.609999999999999,2
2024-08-31,15:41:59.0000000,Physical Good,Figurines,Bear Stick - Heart,40.840000000000003,0,40.840000000000003,1
2024-08-31,15:41:32.0000000,Physical Good,Figurines,Lion King,36.310000000000002,0,36.310000000000002,1
2024-08-31,15:18:47.0000000,Physical Good,Figurines,Rabbit – Fish,36.299999999999997,0,36.299999999999997,1
2024-08-31,15:18:47.0000000,Physical Good,Figurines,Lion King,36.310000000000002,0,36.310000000000002,1
2024-08-31,14:54:53.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,14:54:53.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,14:54:31.0000000,Physical Good,Figurines,Monster - Suli & Mike,54.460000000000001,0,54.460000000000001,1
2024-08-31,14:54:31.0000000,Physical Good,Figurines,Pat,36.299999999999997,0,36.299999999999997,1
2024-08-31,14:50:42.0000000,Physical Good,Figurines,Rabbit - Beannie,36.310000000000002,0,36.310000000000002,1
2024-08-31,14:50:07.0000000,Physical Good,Figurines,Puppy,36.310000000000002,0,36.310000000000002,1
2024-08-31,14:33:01.0000000,Physical Good,Figurines,Piggy – Bottle,36.310000000000002,0,36.310000000000002,1
2024-08-31,14:33:01.0000000,Physical Good,Beverages,Drink - COKE,2.7200000000000002,0,2.7200000000000002,1
2024-08-31,14:33:01.0000000,Physical Good,Beverages,Drink - Lipton PEACH,4.54,0,4.54,1
2024-08-31,14:32:10.0000000,Physical Good,Figurines,Dom - Square,36.310000000000002,0,36.310000000000002,1
2024-08-31,14:29:42.0000000,Physical Good,Figurines,Carrot,31.82,0,31.82,1
2024-08-31,14:27:48.0000000,Physical Good,Figurines,New Product,31.82,0,31.82,1
2024-08-31,14:27:01.0000000,Physical Good,Figurines,Holder - Lucky Cat,45.380000000000003,0,45.380000000000003,1
2024-08-31,14:24:57.0000000,Physical Good,Figurines,Rabbit - Carrot,31.77,0,31.77,1
2024-08-31,14:24:57.0000000,Physical Good,Figurines,Dragon - Baby,36.299999999999997,0,36.299999999999997,1
2024-08-31,14:24:57.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,14:24:57.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,14:22:47.0000000,Physical Good,Figurines,Mitch – Baseball Hat,40.840000000000003,0,40.840000000000003,1
2024-08-31,14:22:47.0000000,Physical Good,Figurines,Mitch - Tiger Hat,40.850000000000001,0,40.850000000000001,1
2024-08-31,14:22:47.0000000,Physical Good,Beverages,Drink - WATER,2.7200000000000002,0,2.7200000000000002,1
2024-08-31,14:22:47.0000000,Physical Good,Beverages,Drink - Red Bull,4.54,0,4.54,1
2024-08-31,13:59:17.0000000,Physical Good,Figurines,Bear Stick - OG,40.840000000000003,0,40.840000000000003,1
2024-08-31,13:59:17.0000000,Physical Good,Figurines,Bear Holder - C,59,0,59,1
2024-08-31,13:49:13.0000000,Physical Good,Figurines,Fox - Nine Tailed,52.75,-30.559999999999999,22.190000000000001,1
2024-08-31,13:49:13.0000000,Physical Good,Figurines,Astronaut,33.560000000000002,-19.440000000000001,14.119999999999999,1
2024-08-31,13:48:25.0000000,Service,Service,Gloss Varnish,4.5499999999999998,0,4.5499999999999998,1
2024-08-31,13:47:32.0000000,Service,Service,Gloss Varnish,4.5499999999999998,0,4.5499999999999998,1
2024-08-31,13:43:00.0000000,Service,Service,Gloss Varnish,4.5499999999999998,0,4.5499999999999998,1
2024-08-31,13:39:07.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,13:19:38.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-31,12:26:32.0000000,Physical Good,Figurines,Astronaut,31.77,0,31.77,1
2024-08-31,12:21:45.0000000,Physical Good,Figurines,Piggy – Bottle,36.310000000000002,0,36.310000000000002,1
2024-08-31,12:21:45.0000000,Physical Good,Figurines,Dino - Disco,40.840000000000003,0,40.840000000000003,1
2024-08-31,11:41:34.0000000,Physical Good,Figurines,Rabbit - Beannie,36.299999999999997,0,36.299999999999997,1
2024-08-31,11:41:34.0000000,Physical Good,Figurines,Luff - Pirate Boy,40.840000000000003,0,40.840000000000003,1
2024-08-31,11:41:34.0000000,Physical Good,Figurines,Piggy - Birthday,36.310000000000002,0,36.310000000000002,1
2024-08-31,11:24:53.0000000,Physical Good,Figurines,New Product,40.909999999999997,0,40.909999999999997,1
2024-08-31,11:22:43.0000000,Physical Good,Figurines,Mitch - Dragon Hat,40.840000000000003,0,40.840000000000003,1
2024-08-31,11:08:56.0000000,Physical Good,Figurines,Bear Stick - Rainbow Heart,43.149999999999999,-25,18.149999999999999,1
2024-08-30,19:26:48.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-30,19:08:10.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-30,18:59:40.0000000,Cash Payment,Figurines,Dino - Baby Dummy,40,-40,0,1
2024-08-30,18:44:14.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-30,18:43:55.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-30,18:43:08.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-30,18:28:01.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-30,17:35:16.0000000,Physical Good,Figurines,Dino - Baby Dummy,36.310000000000002,0,36.310000000000002,1
2024-08-30,17:34:32.0000000,Physical Good,Figurines,Rabbit – Fish,36.310000000000002,0,36.310000000000002,1
2024-08-30,16:30:31.0000000,Physical Good,Figurines,Pat,36.310000000000002,0,36.310000000000002,1
2024-08-30,16:30:01.0000000,Physical Good,Figurines,Rabbit - Carrot,31.77,0,31.77,1
2024-08-30,16:28:01.0000000,Physical Good,Figurines,Kuro – Magician Hat,42.090000000000003,-13.5,28.59,1
2024-08-30,15:54:27.0000000,Cash Payment,Beverages,Drink - Red Bull,5,-5,0,1
2024-08-30,14:36:43.0000000,Physical Good,Figurines,Rabbit - Ice Cream,37.409999999999997,-12,25.41,1
2024-08-30,14:35:46.0000000,Physical Good,Figurines,Piggy – Bottle,37.409999999999997,-12,25.41,1
2024-08-30,14:28:02.0000000,Physical Good,Figurines,Piggy - Birthday,37.409999999999997,-12,25.41,1
2024-08-30,14:26:59.0000000,Physical Good,Figurines,Kuro - Clown Hat,42.090000000000003,-13.5,28.59,1
2024-08-30,14:21:11.0000000,Physical Good,Figurines,Dino - Baby,38.479999999999997,-23.530000000000001,14.949999999999999,1
2024-08-30,14:21:11.0000000,Physical Good,Figurines,Ducky Star,43.289999999999999,-26.469999999999999,16.82,1
2024-08-30,14:19:52.0000000,Physical Good,Figurines,Dino,36.359999999999999,0,36.359999999999999,1
2024-08-30,14:19:52.0000000,Physical Good,Figurines,Rabbit - Glasses,36.369999999999997,0,36.369999999999997,1
2024-08-30,14:19:05.0000000,Physical Good,Figurines,Rabbit - Beannie,37.450000000000003,-12,25.449999999999999,1
2024-08-30,14:19:05.0000000,Physical Good,Figurines,New Product,46.82,-15,31.82,1
2024-08-30,11:12:35.0000000,Physical Good,Figurines,Fox - Nine Tailed,49.920000000000002,0,49.920000000000002,1
2024-08-30,11:12:35.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-30,11:12:00.0000000,Physical Good,Figurines,Ducky Star,40.909999999999997,0,40.909999999999997,1
2024-08-30,11:12:00.0000000,Service,Service,Gloss Varnish,4.5499999999999998,0,4.5499999999999998,1
2024-08-30,11:12:00.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-30,11:12:00.0000000,Physical Good,Figurines,Luff - Pirate Boy,40.909999999999997,0,40.909999999999997,1
2024-08-30,11:06:43.0000000,Physical Good,Figurines,Kuro – Magician Hat,40.840000000000003,0,40.840000000000003,1
2024-08-30,11:06:43.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-29,21:56:03.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-29,21:56:03.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-29,20:25:32.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-29,20:25:32.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-29,19:50:58.0000000,Physical Good,Figurines,Ducky Star,42.729999999999997,-20.449999999999999,22.280000000000001,1
2024-08-29,19:50:58.0000000,Physical Good,Figurines,Piggy – Bottle,37.990000000000002,-18.18,19.809999999999999,1
2024-08-29,19:50:58.0000000,Physical Good,Figurines,Bear Holder - C,61.729999999999997,-29.550000000000001,32.18,1
2024-08-29,19:50:58.0000000,Service,Service,Gloss Varnish,4.75,-2.27,2.48,1
2024-08-29,19:50:58.0000000,Service,Service,Gloss Varnish,4.75,-2.2799999999999998,2.4700000000000002,1
2024-08-29,19:50:58.0000000,Service,Service,Gloss Varnish,4.7400000000000002,-2.27,2.4700000000000002,1
2024-08-29,18:48:25.0000000,Physical Good,Beverages,Drink - Yellow Red Bull,4.7699999999999996,-2.5,2.27,1
2024-08-29,18:00:42.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-29,17:25:19.0000000,Physical Good,Beverages,Drink - 0 Degree Iced Tea,8.1699999999999999,0,8.1699999999999999,2
2024-08-29,17:15:23.0000000,Physical Good,Figurines,New Product,32.740000000000002,-10.5,22.239999999999998,1
2024-08-29,17:15:23.0000000,Physical Good,Figurines,Dino,37.409999999999997,-12,25.41,1
2024-08-29,17:05:20.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-29,16:46:56.0000000,Physical Good,Figurines,Luff - Pirate Boy,40.840000000000003,0,40.840000000000003,1
2024-08-29,16:46:12.0000000,Physical Good,Figurines,Strawberry Bear - Princess,40.840000000000003,0,40.840000000000003,1
2024-08-29,15:46:39.0000000,Service,Service,Gloss Varnish,4.54,0,4.54,1
2024-08-29,14:51:28.0000000,Service,Service,Repeat painting,9.0800000000000001,0,9.0800000000000001,1
2024-08-29,14:50:58.0000000,Physical Good,Figurines,Rabbit - Asian Costume,37.409999999999997,-12,25.41,1
2024-08-29,14:21:23.0000000,Physical Good,Figurines,Dino - Disco,43.780000000000001,-31.75,12.029999999999999,1
2024-08-29,14:20:37.0000000,Physical Good,Refund,Holder - Lucky Cat 2,-48.590000000000003,34.68,-13.91,-1
2024-08-29,14:17:22.0000000,Physical Good,Figurines,Strawberry Bear - Princess,43.729999999999997,-31.210000000000001,12.52,1
2024-08-29,14:17:22.0000000,Physical Good,Figurines,Couple - Banana,53.439999999999998,-38.140000000000001,15.300000000000001,1
2024-08-29,14:17:22.0000000,Physical Good,Figurines,Kuro – Magician Hat,43.729999999999997,-31.210000000000001,12.52,1
2024-08-29,14:17:22.0000000,Physical Good,Figurines,Larva - Small B,26.239999999999998,-18.73,7.5099999999999998,1
2024-08-29,14:17:22.0000000,Physical Good,Figurines,SP - Gold Hat,48.579999999999998,-34.670000000000002,13.91,1
2024-08-29,14:17:22.0000000,Physical Good,Figurines,Luff - Pirate Boy,43.719999999999999,-31.199999999999999,12.52,1
2024-08-29,14:17:22.0000000,Physical Good,Figurines,Couple – Resting Bear,53.439999999999998,-38.140000000000001,15.300000000000001,1
2024-08-29,14:17:22.0000000,Physical Good,Figurines,Bear Stick - Rainbow,43.729999999999997,-31.210000000000001,12.52,1
